#LIBRARY    ENDF/B-VIII.0
#REACTION   O-16(N,TOT),SIG
#NUCLEUS    O-16
#MF         3
#MT         1
#E,eV        Sig,b        Interpolation
 4.59504E+06 3.77006      Lin-Lin
 4.59508E+06 3.71315      Lin-Lin
 4.59515E+06 3.57003      Lin-Lin
 4.59522E+06 3.40135      Lin-Lin
 4.59525E+06 3.345        Lin-Lin
 4.5954E+06  2.9912       Lin-Lin
 4.59548E+06 2.82551      Lin-Lin
 4.59555E+06 2.67341      Lin-Lin
 4.5956E+06  2.58215      Lin-Lin
 4.59562E+06 2.53648      Lin-Lin
 4.5957E+06  2.41484      Lin-Lin
 4.59578E+06 2.30773      Lin-Lin
 4.59585E+06 2.21389      Lin-Lin
 4.5959E+06  2.15921      Lin-Lin
 4.59592E+06 2.1318       Lin-Lin
 4.596E+06   2.05993      Lin-Lin
 4.5961E+06  1.97783      Lin-Lin
 4.5962E+06  1.90881      Lin-Lin
 4.5963E+06  1.85049      Lin-Lin
 4.5964E+06  1.80063      Lin-Lin
 4.59655E+06 1.73886      Lin-Lin
 4.5967E+06  1.68933      Lin-Lin
 4.59685E+06 1.64909      Lin-Lin
 4.597E+06   1.6175       Lin-Lin
 4.59719E+06 1.58837      Lin-Lin
 4.59788E+06 1.4991       Lin-Lin
 4.598E+06   1.48582      Lin-Lin
 4.59825E+06 1.46951      Lin-Lin
 4.59988E+06 1.38846      Lin-Lin
 4.6E+06     1.38257      Lin-Lin
 4.60006E+06 1.38095      Lin-Lin
 4.6005E+06  1.37125      Lin-Lin
 4.60188E+06 1.34127      Lin-Lin
 4.602E+06   1.33873      Lin-Lin
 4.60225E+06 1.33568      Lin-Lin
 4.6035E+06  1.32158      Lin-Lin
 4.604E+06   1.31607      Lin-Lin
 4.605E+06   1.31         Lin-Lin
 4.606E+06   1.30414      Lin-Lin
 4.6075E+06  1.29751      Lin-Lin
 4.608E+06   1.29538      Lin-Lin
 4.61E+06    1.29218      Lin-Lin
 4.612E+06   1.29059      Lin-Lin
 4.613E+06   1.29056      Lin-Lin
 4.614E+06   1.2914       Lin-Lin
 4.616E+06   1.29816      Lin-Lin
 4.6175E+06  1.30495      Lin-Lin
 4.618E+06   1.30731      Lin-Lin
 4.6185E+06  1.31047      Lin-Lin
 4.6195E+06  1.3191       Lin-Lin
 4.62E+06    1.3236       Lin-Lin
 4.621E+06   1.33823      Lin-Lin
 4.62188E+06 1.35123      Lin-Lin
 4.622E+06   1.3533       Lin-Lin
 4.62225E+06 1.3595       Lin-Lin
 4.62388E+06 1.40171      Lin-Lin
 4.624E+06   1.40539      Lin-Lin
 4.62419E+06 1.41372      Lin-Lin
 4.62588E+06 1.49339      Lin-Lin
 4.626E+06   1.49989      Lin-Lin
 4.62606E+06 1.50389      Lin-Lin
 4.62638E+06 1.52587      Lin-Lin
 4.62662E+06 1.54445      Lin-Lin
 4.627E+06   1.57386      Lin-Lin
 4.62738E+06 1.60869      Lin-Lin
 4.6275E+06  1.62093      Lin-Lin
 4.62762E+06 1.63424      Lin-Lin
 4.628E+06   1.67612      Lin-Lin
 4.62838E+06 1.72067      Lin-Lin
 4.6285E+06  1.73617      Lin-Lin
 4.62862E+06 1.75244      Lin-Lin
 4.629E+06   1.80309      Lin-Lin
 4.63E+06    1.94362      Lin-Lin
 4.63038E+06 1.98924      Lin-Lin
 4.6305E+06  2.00329      Lin-Lin
 4.63062E+06 2.0146       Lin-Lin
 4.63088E+06 2.0349       Lin-Lin
 4.631E+06   2.044        Lin-Lin
 4.63106E+06 2.04767      Lin-Lin
 4.63112E+06 2.05015      Lin-Lin
 4.63125E+06 2.05397      Lin-Lin
 4.63144E+06 2.05795      Lin-Lin
 4.6315E+06  2.05825      Lin-Lin
 4.63162E+06 2.05555      Lin-Lin
 4.63166E+06 2.05457      Lin-Lin
 4.63194E+06 2.04395      Lin-Lin
 4.632E+06   2.04047      Lin-Lin
 4.63212E+06 2.03031      Lin-Lin
 4.63238E+06 2.00664      Lin-Lin
 4.6325E+06  1.99375      Lin-Lin
 4.63275E+06 1.9604       Lin-Lin
 4.633E+06   1.92512      Lin-Lin
 4.63338E+06 1.86594      Lin-Lin
 4.63425E+06 1.72322      Lin-Lin
 4.63438E+06 1.70433      Lin-Lin
 4.63475E+06 1.64953      Lin-Lin
 4.635E+06   1.61397      Lin-Lin
 4.63538E+06 1.56825      Lin-Lin
 4.63562E+06 1.53907      Lin-Lin
 4.63575E+06 1.52513      Lin-Lin
 4.636E+06   1.50029      Lin-Lin
 4.63638E+06 1.46545      Lin-Lin
 4.6365E+06  1.4544       Lin-Lin
 4.63662E+06 1.44446      Lin-Lin
 4.637E+06   1.41625      Lin-Lin
 4.63738E+06 1.39281      Lin-Lin
 4.63762E+06 1.37801      Lin-Lin
 4.63788E+06 1.3639       Lin-Lin
 4.638E+06   1.3572       Lin-Lin
 4.63825E+06 1.34742      Lin-Lin
 4.63988E+06 1.28686      Lin-Lin
 4.64E+06    1.28268      Lin-Lin
 4.64016E+06 1.27968      Lin-Lin
 4.64484E+06 1.20541      Lin-Lin
 4.645E+06   1.20318      Lin-Lin
 4.64516E+06 1.20194      Lin-Lin
 4.64938E+06 1.17497      Lin-Lin
 4.65E+06    1.17106      Lin-Lin
 4.6525E+06  1.16188      Lin-Lin
 4.655E+06   1.1528       Lin-Lin
 4.66E+06    1.13784      Lin-Lin
 4.67E+06    1.11525      Lin-Lin
 4.68E+06    1.09475      Lin-Lin
 4.69E+06    1.07512      Lin-Lin
 4.7E+06     1.05597      Lin-Lin
 4.71E+06    1.03712      Lin-Lin
 4.72E+06    1.01852      Lin-Lin
 4.73E+06    1.00167      Lin-Lin
 4.74E+06    0.985082     Lin-Lin
 4.75E+06    0.971382     Lin-Lin
 4.76E+06    0.961995     Lin-Lin
 4.77E+06    0.960587     Lin-Lin
 4.775E+06   0.964889     Lin-Lin
 4.775E+06   0.964889     Lin-Lin
 4.78E+06    0.974295     Lin-Lin
 4.785E+06   0.990764     Lin-Lin
 4.79E+06    1.01703      Lin-Lin
 4.795E+06   1.05679      Lin-Lin
 4.8E+06     1.11484      Lin-Lin
 4.805E+06   1.19683      Lin-Lin
 4.81E+06    1.30801      Lin-Lin
 4.815E+06   1.45027      Lin-Lin
 4.82E+06    1.6178       Lin-Lin
 4.82125E+06 1.65952      Lin-Lin
 4.825E+06   1.78745      Lin-Lin
 4.83E+06    1.93052      Lin-Lin
 4.835E+06   2.01695      Lin-Lin
 4.84E+06    2.03635      Lin-Lin
 4.84E+06    2.03635      Lin-Lin
 4.845E+06   1.99965      Lin-Lin
 4.845E+06   1.99965      Lin-Lin
 4.85E+06    1.9279       Lin-Lin
 4.855E+06   1.84         Lin-Lin
 4.86E+06    1.75247      Lin-Lin
 4.8625E+06  1.70904      Lin-Lin
 4.865E+06   1.66672      Lin-Lin
 4.87E+06    1.58959      Lin-Lin
 4.875E+06   1.52076      Lin-Lin
 4.88E+06    1.45982      Lin-Lin
 4.885E+06   1.40595      Lin-Lin
 4.89E+06    1.35822      Lin-Lin
 4.895E+06   1.31574      Lin-Lin
 4.895E+06   1.31574      Lin-Lin
 4.9E+06     1.27884      Lin-Lin
 4.9025E+06  1.26057      Lin-Lin
 4.905E+06   1.24443      Lin-Lin
 4.91E+06    1.2125       Lin-Lin
 4.915E+06   1.1853       Lin-Lin
 4.92E+06    1.15844      Lin-Lin
 4.925E+06   1.13544      Lin-Lin
 4.93E+06    1.11278      Lin-Lin
 4.935E+06   1.09312      Lin-Lin
 4.94E+06    1.07383      Lin-Lin
 4.945E+06   1.05702      Lin-Lin
 4.95E+06    1.04065      Lin-Lin
 4.96E+06    1.01304      Lin-Lin
 4.97E+06    0.991509     Lin-Lin
 4.98E+06    0.977444     Lin-Lin
 4.99E+06    0.973335     Lin-Lin
 5E+06       0.983044     Lin-Lin
 5.01E+06    1.01209      Lin-Lin
 5.0125E+06  1.02547      Lin-Lin
 5.02E+06    1.06616      Lin-Lin
 5.03E+06    1.15072      Lin-Lin
 5.04E+06    1.26501      Lin-Lin
 5.05E+06    1.39854      Lin-Lin
 5.06E+06    1.53127      Lin-Lin
 5.0625E+06  1.56143      Lin-Lin
 5.07E+06    1.64896      Lin-Lin
 5.08E+06    1.74878      Lin-Lin
 5.085E+06   1.79986      Lin-Lin
 5.09E+06    1.85248      Lin-Lin
 5.1E+06     2.03064      Lin-Lin
 5.103E+06   2.11947      Lin-Lin
 5.105E+06   2.19439      Lin-Lin
 5.105E+06   2.19439      Lin-Lin
 5.107E+06   2.2853       Lin-Lin
 5.109E+06   2.39555      Lin-Lin
 5.111E+06   2.52859      Lin-Lin
 5.113E+06   2.68698      Lin-Lin
 5.115E+06   2.87074      Lin-Lin
 5.117E+06   3.07566      Lin-Lin
 5.119E+06   3.28162      Lin-Lin
 5.121E+06   3.4658       Lin-Lin
 5.123E+06   3.59007      Lin-Lin
 5.125E+06   3.62171      Lin-Lin
 5.127E+06   3.54927      Lin-Lin
 5.129E+06   3.38975      Lin-Lin
 5.131E+06   3.17836      Lin-Lin
 5.133E+06   2.95117      Lin-Lin
 5.135E+06   2.73315      Lin-Lin
 5.137E+06   2.53786      Lin-Lin
 5.139E+06   2.36936      Lin-Lin
 5.141E+06   2.22681      Lin-Lin
 5.143E+06   2.10724      Lin-Lin
 5.145E+06   2.00707      Lin-Lin
 5.147E+06   1.92297      Lin-Lin
 5.15E+06    1.82073      Lin-Lin
 5.16E+06    1.60559      Lin-Lin
 5.17E+06    1.48736      Lin-Lin
 5.18E+06    1.41111      Lin-Lin
 5.19E+06    1.35593      Lin-Lin
 5.2E+06     1.31277      Lin-Lin
 5.21E+06    1.27717      Lin-Lin
 5.22E+06    1.2476       Lin-Lin
 5.225E+06   1.23316      Lin-Lin
 5.23E+06    1.21962      Lin-Lin
 5.24E+06    1.18906      Lin-Lin
 5.24375E+06 1.18436      Lin-Lin
 5.25E+06    1.17649      Lin-Lin
 5.26E+06    1.15687      Lin-Lin
 5.27E+06    1.13745      Lin-Lin
 5.28E+06    1.1204       Lin-Lin
 5.29E+06    1.10329      Lin-Lin
 5.3E+06     1.08576      Lin-Lin
 5.301E+06   1.08404      Lin-Lin
 5.30188E+06 1.08263      Lin-Lin
 5.302E+06   1.08244      Lin-Lin
 5.30225E+06 1.08287      Lin-Lin
 5.30288E+06 1.08399      Lin-Lin
 5.303E+06   1.08425      Lin-Lin
 5.30312E+06 1.08453      Lin-Lin
 5.3035E+06  1.08548      Lin-Lin
 5.30362E+06 1.0864       Lin-Lin
 5.30381E+06 1.0878       Lin-Lin
 5.30391E+06 1.08853      Lin-Lin
 5.304E+06   1.0893       Lin-Lin
 5.30409E+06 1.09014      Lin-Lin
 5.30419E+06 1.09102      Lin-Lin
 5.30425E+06 1.09163      Lin-Lin
 5.30462E+06 1.09746      Lin-Lin
 5.30475E+06 1.09942      Lin-Lin
 5.30478E+06 1.10012      Lin-Lin
 5.30484E+06 1.10156      Lin-Lin
 5.30491E+06 1.10306      Lin-Lin
 5.30495E+06 1.10424      Lin-Lin
 5.305E+06   1.10548      Lin-Lin
 5.30505E+06 1.10792      Lin-Lin
 5.30509E+06 1.11042      Lin-Lin
 5.30516E+06 1.11383      Lin-Lin
 5.30525E+06 1.11904      Lin-Lin
 5.30562E+06 1.14012      Lin-Lin
 5.30566E+06 1.14229      Lin-Lin
 5.30575E+06 1.14888      Lin-Lin
 5.3058E+06  1.15227      Lin-Lin
 5.30584E+06 1.1558       Lin-Lin
 5.30588E+06 1.15828      Lin-Lin
 5.30591E+06 1.16253      Lin-Lin
 5.30594E+06 1.16693      Lin-Lin
 5.30597E+06 1.17152      Lin-Lin
 5.306E+06   1.17821      Lin-Lin
 5.30603E+06 1.18511      Lin-Lin
 5.30606E+06 1.19221      Lin-Lin
 5.30609E+06 1.20145      Lin-Lin
 5.30612E+06 1.21085      Lin-Lin
 5.30617E+06 1.22518      Lin-Lin
 5.30619E+06 1.23003      Lin-Lin
 5.30623E+06 1.24644      Lin-Lin
 5.30641E+06 1.30721      Lin-Lin
 5.30669E+06 1.40692      Lin-Lin
 5.30675E+06 1.42934      Lin-Lin
 5.30678E+06 1.44199      Lin-Lin
 5.30683E+06 1.46137      Lin-Lin
 5.30688E+06 1.48129      Lin-Lin
 5.30691E+06 1.49769      Lin-Lin
 5.30694E+06 1.51454      Lin-Lin
 5.30697E+06 1.53481      Lin-Lin
 5.307E+06   1.55563      Lin-Lin
 5.30703E+06 1.5803       Lin-Lin
 5.30706E+06 1.60552      Lin-Lin
 5.30711E+06 1.64866      Lin-Lin
 5.30712E+06 1.66333      Lin-Lin
 5.30716E+06 1.69538      Lin-Lin
 5.30723E+06 1.77678      Lin-Lin
 5.30725E+06 1.79324      Lin-Lin
 5.3075E+06  2.06658      Lin-Lin
 5.30772E+06 2.30568      Lin-Lin
 5.30775E+06 2.33939      Lin-Lin
 5.30778E+06 2.36993      Lin-Lin
 5.30784E+06 2.42934      Lin-Lin
 5.30789E+06 2.46325      Lin-Lin
 5.30791E+06 2.47369      Lin-Lin
 5.30794E+06 2.48788      Lin-Lin
 5.30795E+06 2.49408      Lin-Lin
 5.30797E+06 2.49671      Lin-Lin
 5.308E+06   2.50037      Lin-Lin
 5.30803E+06 2.49478      Lin-Lin
 5.30805E+06 2.49118      Lin-Lin
 5.30806E+06 2.48402      Lin-Lin
 5.30809E+06 2.46789      Lin-Lin
 5.30811E+06 2.45649      Lin-Lin
 5.30816E+06 2.41969      Lin-Lin
 5.30822E+06 2.35643      Lin-Lin
 5.30825E+06 2.32388      Lin-Lin
 5.30831E+06 2.25249      Lin-Lin
 5.30875E+06 1.74781      Lin-Lin
 5.30878E+06 1.7121       Lin-Lin
 5.30883E+06 1.66146      Lin-Lin
 5.30888E+06 1.61161      Lin-Lin
 5.30892E+06 1.56736      Lin-Lin
 5.30894E+06 1.55295      Lin-Lin
 5.30895E+06 1.54042      Lin-Lin
 5.30898E+06 1.51599      Lin-Lin
 5.309E+06   1.50411      Lin-Lin
 5.30902E+06 1.49432      Lin-Lin
 5.30905E+06 1.4754       Lin-Lin
 5.30906E+06 1.46625      Lin-Lin
 5.30908E+06 1.45898      Lin-Lin
 5.30911E+06 1.445        Lin-Lin
 5.30912E+06 1.43825      Lin-Lin
 5.30914E+06 1.43306      Lin-Lin
 5.30919E+06 1.41814      Lin-Lin
 5.30922E+06 1.40859      Lin-Lin
 5.30925E+06 1.40114      Lin-Lin
 5.30938E+06 1.37235      Lin-Lin
 5.30975E+06 1.28694      Lin-Lin
 5.30978E+06 1.28041      Lin-Lin
 5.30988E+06 1.26117      Lin-Lin
 5.30994E+06 1.24869      Lin-Lin
 5.30998E+06 1.24162      Lin-Lin
 5.31003E+06 1.23481      Lin-Lin
 5.31006E+06 1.2304       Lin-Lin
 5.31012E+06 1.22461      Lin-Lin
 5.31019E+06 1.21911      Lin-Lin
 5.31025E+06 1.21382      Lin-Lin
 5.31031E+06 1.20962      Lin-Lin
 5.31081E+06 1.17673      Lin-Lin
 5.31091E+06 1.17068      Lin-Lin
 5.311E+06   1.16483      Lin-Lin
 5.31109E+06 1.1616       Lin-Lin
 5.31119E+06 1.15856      Lin-Lin
 5.31175E+06 1.14103      Lin-Lin
 5.31194E+06 1.13529      Lin-Lin
 5.312E+06   1.13345      Lin-Lin
 5.31206E+06 1.13228      Lin-Lin
 5.31225E+06 1.12899      Lin-Lin
 5.31288E+06 1.11831      Lin-Lin
 5.313E+06   1.11625      Lin-Lin
 5.31306E+06 1.11551      Lin-Lin
 5.31338E+06 1.11207      Lin-Lin
 5.31388E+06 1.10663      Lin-Lin
 5.314E+06   1.1053       Lin-Lin
 5.31425E+06 1.1035       Lin-Lin
 5.315E+06   1.09825      Lin-Lin
 5.3155E+06  1.09495      Lin-Lin
 5.316E+06   1.0917       Lin-Lin
 5.317E+06   1.08784      Lin-Lin
 5.3195E+06  1.07825      Lin-Lin
 5.32E+06    1.07636      Lin-Lin
 5.3225E+06  1.07062      Lin-Lin
 5.33E+06    1.05348      Lin-Lin
 5.34E+06    1.03236      Lin-Lin
 5.34984E+06 1.0069       Lin-Lin
 5.35E+06    1.00652      Lin-Lin
 5.35008E+06 1.00622      Lin-Lin
 5.35482E+06 0.989678     Lin-Lin
 5.355E+06   0.989124     Lin-Lin
 5.35516E+06 0.988503     Lin-Lin
 5.35984E+06 0.971569     Lin-Lin
 5.36E+06    0.971108     Lin-Lin
 5.36019E+06 0.970755     Lin-Lin
 5.36088E+06 0.969875     Lin-Lin
 5.36106E+06 0.969776     Lin-Lin
 5.3615E+06  0.969973     Lin-Lin
 5.36188E+06 0.971505     Lin-Lin
 5.362E+06   0.972129     Lin-Lin
 5.36219E+06 0.973311     Lin-Lin
 5.36262E+06 0.976422     Lin-Lin
 5.36275E+06 0.977538     Lin-Lin
 5.36281E+06 0.978213     Lin-Lin
 5.36294E+06 0.979683     Lin-Lin
 5.363E+06   0.980529     Lin-Lin
 5.36306E+06 0.981851     Lin-Lin
 5.36325E+06 0.986193     Lin-Lin
 5.36381E+06 0.999658     Lin-Lin
 5.36394E+06 1.0028       Lin-Lin
 5.36394E+06 1.0028       Lin-Lin
 5.36406E+06 1.0077       Lin-Lin
 5.36425E+06 1.01553      Lin-Lin
 5.36431E+06 1.01824      Lin-Lin
 5.36444E+06 1.02508      Lin-Lin
 5.36456E+06 1.03224      Lin-Lin
 5.36462E+06 1.03598      Lin-Lin
 5.36475E+06 1.04523      Lin-Lin
 5.36494E+06 1.05951      Lin-Lin
 5.365E+06   1.06449      Lin-Lin
 5.36506E+06 1.07094      Lin-Lin
 5.36525E+06 1.09096      Lin-Lin
 5.36538E+06 1.10467      Lin-Lin
 5.36544E+06 1.11264      Lin-Lin
 5.3655E+06  1.12091      Lin-Lin
 5.36556E+06 1.13061      Lin-Lin
 5.36575E+06 1.16061      Lin-Lin
 5.36594E+06 1.19483      Lin-Lin
 5.36606E+06 1.22256      Lin-Lin
 5.36612E+06 1.23681      Lin-Lin
 5.36625E+06 1.26923      Lin-Lin
 5.36638E+06 1.30218      Lin-Lin
 5.36644E+06 1.3212       Lin-Lin
 5.36656E+06 1.36001      Lin-Lin
 5.36681E+06 1.45208      Lin-Lin
 5.367E+06   1.52882      Lin-Lin
 5.36712E+06 1.58683      Lin-Lin
 5.36719E+06 1.61597      Lin-Lin
 5.36738E+06 1.70985      Lin-Lin
 5.3675E+06  1.77168      Lin-Lin
 5.36769E+06 1.86847      Lin-Lin
 5.36788E+06 1.96361      Lin-Lin
 5.36797E+06 2.00764      Lin-Lin
 5.368E+06   2.02182      Lin-Lin
 5.36806E+06 2.04696      Lin-Lin
 5.36819E+06 2.09518      Lin-Lin
 5.36825E+06 2.11862      Lin-Lin
 5.36831E+06 2.13888      Lin-Lin
 5.36838E+06 2.15868      Lin-Lin
 5.36844E+06 2.17782      Lin-Lin
 5.36847E+06 2.1847       Lin-Lin
 5.36856E+06 2.20371      Lin-Lin
 5.36869E+06 2.21599      Lin-Lin
 5.36875E+06 2.22137      Lin-Lin
 5.36888E+06 2.22505      Lin-Lin
 5.36894E+06 2.22626      Lin-Lin
 5.369E+06   2.22381      Lin-Lin
 5.369E+06   2.22381      Lin-Lin
 5.36912E+06 2.21032      Lin-Lin
 5.36912E+06 2.21032      Lin-Lin
 5.36938E+06 2.16536      Lin-Lin
 5.3695E+06  2.13818      Lin-Lin
 5.36975E+06 2.07179      Lin-Lin
 5.36988E+06 2.0349       Lin-Lin
 5.37E+06    1.99861      Lin-Lin
 5.37019E+06 1.94545      Lin-Lin
 5.37038E+06 1.89319      Lin-Lin
 5.3705E+06  1.85896      Lin-Lin
 5.37062E+06 1.82741      Lin-Lin
 5.37081E+06 1.781        Lin-Lin
 5.37094E+06 1.75048      Lin-Lin
 5.371E+06   1.73551      Lin-Lin
 5.37106E+06 1.72239      Lin-Lin
 5.37119E+06 1.69673      Lin-Lin
 5.37138E+06 1.65878      Lin-Lin
 5.3715E+06  1.63387      Lin-Lin
 5.37162E+06 1.61304      Lin-Lin
 5.37181E+06 1.58235      Lin-Lin
 5.37194E+06 1.56211      Lin-Lin
 5.372E+06   1.55215      Lin-Lin
 5.37206E+06 1.54371      Lin-Lin
 5.37225E+06 1.51893      Lin-Lin
 5.37244E+06 1.49445      Lin-Lin
 5.3725E+06  1.48643      Lin-Lin
 5.37256E+06 1.47962      Lin-Lin
 5.37275E+06 1.45958      Lin-Lin
 5.37294E+06 1.43976      Lin-Lin
 5.373E+06   1.43327      Lin-Lin
 5.37312E+06 1.42222      Lin-Lin
 5.37338E+06 1.40051      Lin-Lin
 5.3735E+06  1.3898       Lin-Lin
 5.37356E+06 1.38538      Lin-Lin
 5.37375E+06 1.37235      Lin-Lin
 5.374E+06   1.35517      Lin-Lin
 5.37425E+06 1.33831      Lin-Lin
 5.3745E+06  1.3244       Lin-Lin
 5.37475E+06 1.31073      Lin-Lin
 5.37494E+06 1.30213      Lin-Lin
 5.375E+06   1.29935      Lin-Lin
 5.37504E+06 1.29826      Lin-Lin
 5.37516E+06 1.29512      Lin-Lin
 5.37812E+06 1.21839      Lin-Lin
 5.37984E+06 1.174        Lin-Lin
 5.37996E+06 1.17103      Lin-Lin
 5.38E+06    1.17007      Lin-Lin
 5.38008E+06 1.16923      Lin-Lin
 5.38023E+06 1.16766      Lin-Lin
 5.38484E+06 1.12264      Lin-Lin
 5.385E+06   1.12113      Lin-Lin
 5.38531E+06 1.1195       Lin-Lin
 5.39E+06    1.09538      Lin-Lin
 5.395E+06   1.0791       Lin-Lin
 5.4E+06     1.06764      Lin-Lin
 5.41E+06    1.05225      Lin-Lin
 5.42E+06    1.04234      Lin-Lin
 5.43E+06    1.03656      Lin-Lin
 5.435E+06   1.0337       Lin-Lin
 5.44E+06    1.03238      Lin-Lin
 5.45E+06    1.02978      Lin-Lin
 5.46E+06    1.03079      Lin-Lin
 5.465E+06   1.03131      Lin-Lin
 5.47E+06    1.03343      Lin-Lin
 5.48E+06    1.03769      Lin-Lin
 5.49E+06    1.04569      Lin-Lin
 5.5E+06     1.05712      Lin-Lin
 5.51E+06    1.07264      Lin-Lin
 5.51E+06    1.07264      Lin-Lin
 5.52E+06    1.09308      Lin-Lin
 5.53E+06    1.1195       Lin-Lin
 5.54E+06    1.15318      Lin-Lin
 5.55E+06    1.19567      Lin-Lin
 5.56E+06    1.24877      Lin-Lin
 5.57E+06    1.31441      Lin-Lin
 5.58E+06    1.39444      Lin-Lin
 5.59E+06    1.49002      Lin-Lin
 5.6E+06     1.60145      Lin-Lin
 5.602E+06   1.62379      Lin-Lin
 5.603E+06   1.63566      Lin-Lin
 5.606E+06   1.67133      Lin-Lin
 5.608E+06   1.69512      Lin-Lin
 5.612E+06   1.74278      Lin-Lin
 5.616E+06   1.79052      Lin-Lin
 5.62E+06    1.83247      Lin-Lin
 5.622E+06   1.85347      Lin-Lin
 5.626E+06   1.88712      Lin-Lin
 5.63E+06    1.9108       Lin-Lin
 5.634E+06   1.92189      Lin-Lin
 5.637E+06   1.91967      Lin-Lin
 5.638E+06   1.91889      Lin-Lin
 5.63954E+06 1.91256      Lin-Lin
 5.64E+06    1.91068      Lin-Lin
 5.642E+06   1.90239      Lin-Lin
 5.644E+06   1.88776      Lin-Lin
 5.645E+06   1.88041      Lin-Lin
 5.646E+06   1.87305      Lin-Lin
 5.647E+06   1.86569      Lin-Lin
 5.648E+06   1.85829      Lin-Lin
 5.65E+06    1.8435       Lin-Lin
 5.652E+06   1.82864      Lin-Lin
 5.654E+06   1.81375      Lin-Lin
 5.655E+06   1.80853      Lin-Lin
 5.656E+06   1.80331      Lin-Lin
 5.658E+06   1.79287      Lin-Lin
 5.659E+06   1.78767      Lin-Lin
 5.66E+06    1.78584      Lin-Lin
 5.661E+06   1.78401      Lin-Lin
 5.662E+06   1.7822       Lin-Lin
 5.664E+06   1.78579      Lin-Lin
 5.664E+06   1.78579      Lin-Lin
 5.666E+06   1.79786      Lin-Lin
 5.668E+06   1.82382      Lin-Lin
 5.66988E+06 1.87274      Lin-Lin
 5.67E+06    1.87606      Lin-Lin
 5.67012E+06 1.88272      Lin-Lin
 5.67175E+06 1.97005      Lin-Lin
 5.67181E+06 1.97443      Lin-Lin
 5.67194E+06 1.98328      Lin-Lin
 5.672E+06   1.98777      Lin-Lin
 5.67206E+06 1.99549      Lin-Lin
 5.67225E+06 2.01885      Lin-Lin
 5.6725E+06  2.05012      Lin-Lin
 5.67375E+06 2.21868      Lin-Lin
 5.67388E+06 2.23567      Lin-Lin
 5.67391E+06 2.24224      Lin-Lin
 5.674E+06   2.26216      Lin-Lin
 5.67406E+06 2.27561      Lin-Lin
 5.67409E+06 2.28517      Lin-Lin
 5.67425E+06 2.33333      Lin-Lin
 5.67438E+06 2.37199      Lin-Lin
 5.675E+06   2.57464      Lin-Lin
 5.67581E+06 2.83809      Lin-Lin
 5.67594E+06 2.86941      Lin-Lin
 5.676E+06   2.87712      Lin-Lin
 5.67606E+06 2.88464      Lin-Lin
 5.67612E+06 2.88586      Lin-Lin
 5.67612E+06 2.88586      Lin-Lin
 5.67638E+06 2.86913      Lin-Lin
 5.6765E+06  2.86069      Lin-Lin
 5.67775E+06 2.75807      Lin-Lin
 5.67781E+06 2.75283      Lin-Lin
 5.67788E+06 2.74428      Lin-Lin
 5.67794E+06 2.7355       Lin-Lin
 5.67797E+06 2.72823      Lin-Lin
 5.67806E+06 2.70594      Lin-Lin
 5.67806E+06 2.70593      Lin-Lin
 5.67812E+06 2.68426      Lin-Lin
 5.67825E+06 2.64053      Lin-Lin
 5.67825E+06 2.64053      Lin-Lin
 5.67981E+06 2.02868      Lin-Lin
 5.67981E+06 2.02868      Lin-Lin
 5.67994E+06 1.98597      Lin-Lin
 5.67994E+06 1.98597      Lin-Lin
 5.68003E+06 1.96205      Lin-Lin
 5.68006E+06 1.95416      Lin-Lin
 5.68012E+06 1.94435      Lin-Lin
 5.68025E+06 1.92497      Lin-Lin
 5.68025E+06 1.92497      Lin-Lin
 5.68181E+06 1.74336      Lin-Lin
 5.68188E+06 1.73614      Lin-Lin
 5.68194E+06 1.73128      Lin-Lin
 5.68206E+06 1.7217       Lin-Lin
 5.68212E+06 1.717        Lin-Lin
 5.68225E+06 1.71237      Lin-Lin
 5.68388E+06 1.65301      Lin-Lin
 5.684E+06   1.6485       Lin-Lin
 5.68425E+06 1.64464      Lin-Lin
 5.686E+06   1.61809      Lin-Lin
 5.688E+06   1.60284      Lin-Lin
 5.69E+06    1.5944       Lin-Lin
 5.692E+06   1.5862       Lin-Lin
 5.694E+06   1.57972      Lin-Lin
 5.696E+06   1.57333      Lin-Lin
 5.7E+06     1.56068      Lin-Lin
 5.705E+06   1.54505      Lin-Lin
 5.71E+06    1.52794      Lin-Lin
 5.72E+06    1.48642      Lin-Lin
 5.725E+06   1.46569      Lin-Lin
 5.74E+06    1.40351      Lin-Lin
 5.75E+06    1.36211      Lin-Lin
 5.755E+06   1.34309      Lin-Lin
 5.755E+06   1.34309      Lin-Lin
 5.765E+06   1.3051       Lin-Lin
 5.77E+06    1.28613      Lin-Lin
 5.775E+06   1.26966      Lin-Lin
 5.775E+06   1.26966      Lin-Lin
 5.78E+06    1.25322      Lin-Lin
 5.785E+06   1.2368       Lin-Lin
 5.79E+06    1.22229      Lin-Lin
 5.795E+06   1.20782      Lin-Lin
 5.8E+06     1.19335      Lin-Lin
 5.81E+06    1.16922      Lin-Lin
 5.815E+06   1.15723      Lin-Lin
 5.815E+06   1.15723      Lin-Lin
 5.82E+06    1.14724      Lin-Lin
 5.83E+06    1.12748      Lin-Lin
 5.835E+06   1.12009      Lin-Lin
 5.84E+06    1.11269      Lin-Lin
 5.85E+06    1.10311      Lin-Lin
 5.855E+06   1.10206      Lin-Lin
